Id,Title,Tags,CreationDate,Score,AnswerCount,ViewCount
"13310594","positioning the colorbar","<python><matplotlib>","2012-11-09 15:09:59","21","2","36580"
"9120749","matplotlib: limits when using plot and imshow in same axes","<python><plot><scipy><matplotlib>","2012-02-02 22:09:05","21","1","18331"
"6723527","Getting PySide to work with matplotlib","<python><matplotlib><pyside>","2011-07-17 11:28:57","21","3","14728"
"28848270","import matplotlib.pyplot gives ImportError: dlopen(…) Library not loaded libpng15.15.dylib","<python><macos><matplotlib>","2015-03-04 06:53:53","21","3","11115"
"14812342","matplotlib has no attribute 'pyplot'","<python><matplotlib>","2013-02-11 12:52:22","21","2","37404"
"2040306","Plot with fewer markers than data points (or a better way to plot CDFs?) [matplotlib, or general plotting help]","<matplotlib><distribution><plot><marker><cumulative-frequency>","2010-01-11 06:34:23","21","1","16324"
"18266642","Multiple imshow-subplots, each with colorbar","<python><matplotlib>","2013-08-16 05:51:50","21","1","35746"
"20011122","Fitting a Normal distribution to 1D data","<python><numpy><matplotlib><scipy>","2013-11-15 21:43:38","21","2","38848"
"23543909","Plotting pandas timedelta","<python><matplotlib><pandas>","2014-05-08 13:57:39","21","1","12167"
"25862026","Turn off axes in subplots","<python><image><matplotlib>","2014-09-16 06:32:07","21","1","17153"
"17086847","Box around text in matplotlib","<python><text><matplotlib>","2013-06-13 12:15:45","21","3","25579"
"11067368","Annotate Time Series plot in Matplotlib","<python><numpy><matplotlib>","2012-06-16 22:01:39","21","1","16467"
"12319796","Dynamically add/create subplots in matplotlib","<python><matplotlib>","2012-09-07 14:10:16","21","3","21788"
"16655438","Equivalent to matlab's imagesc in matplotlib?","<python><image><matlab><matplotlib>","2013-05-20 17:59:09","21","1","30548"
"2294588","Python : How to plot 3d graphs using Python?","<python><matplotlib>","2010-02-19 06:57:13","21","4","41198"
"2540294","how to handle an asymptote/discontinuity with Matplotlib","<python><numpy><matplotlib><equation><sympy>","2010-03-29 18:27:09","21","3","6054"
"28371674","prevent scientific notation in matplotlib.pyplot","<python><matplotlib>","2015-02-06 17:44:23","21","1","16724"
"19073683","Matplotlib overlapping annotations / text","<python><matplotlib><annotate>","2013-09-29 02:04:43","21","2","11300"
"14325773","How to change marker border width and hatch width?","<python><matplotlib>","2013-01-14 20:03:16","21","1","41402"
"27567001","3D plot with Matplotlib","<python><matplotlib><mplot3d><contourf>","2014-12-19 13:18:57","21","1","4208"
"16826711","Is it possible to add a string as a legend item in matplotlib","<python><matplotlib><pandas><legend><legend-properties>","2013-05-30 01:51:44","21","2","16041"
"2451264","Creating a Colormap Legend in Matplotlib","<python><matplotlib>","2010-03-15 23:47:26","21","3","24651"
"30223161","matplotlib (mplot3d) - how to increase the size of an axis (stretch) in a 3D Plot?","<python><matplotlib>","2015-05-13 18:58:38","21","5","4216"
"31329627","Why don't I have xlrd?","<python><pandas><matplotlib><pip>","2015-07-09 22:51:02","21","2","28299"
"27204646","matplotlib.pyplot has no attribute 'style'","<python><matplotlib>","2014-11-29 16:55:18","21","3","13888"
"13399293","The preferred way to set matplotlib figure/axes properties","<python><matplotlib><idioms>","2012-11-15 14:14:53","21","4","6422"
"3439639","matplotlib: add circle to plot","<python><matplotlib>","2010-08-09 11:44:38","21","1","34448"
"22543208","ggplot styles in Python","<python><matplotlib><pandas><ipython>","2014-03-20 19:28:24","21","4","15326"
"5320205","Matplotlib text dimensions","<python><matplotlib>","2011-03-16 01:56:03","21","2","6208"
"10171618","Changing plot scale by a factor in matplotlib","<python><plot><matplotlib>","2012-04-16 09:26:26","21","3","49848"
"8056458","Display image with a zoom = 1 with Matplotlib imshow() (how to?)","<python><matplotlib>","2011-11-08 20:08:21","21","2","8233"
"14324270","Matplotlib custom marker/symbol","<python><matplotlib>","2013-01-14 18:24:19","20","1","12783"
"9638826","Plot a black-and-white binary map in matplotlib","<python><matplotlib>","2012-03-09 18:05:00","20","2","35579"
"9230389","Why is matplotlib plotting my circles as ovals?","<python><matplotlib>","2012-02-10 15:41:45","20","2","7437"
"5285912","How can I create a frontend for matplotlib?","<user-interface><matplotlib><originlab>","2011-03-12 22:26:59","20","2","18150"
"12822762","pylab.ion() in python 2, matplotlib 1.1.1 and updating of the plot while the program runs","<python><matplotlib>","2012-10-10 15:14:48","20","2","16491"
"7352220","How to plot 1-d data at given y-value with pylab","<python><matplotlib>","2011-09-08 17:36:26","20","2","20148"
"5525782","Adjust label positioning in Axes3D of matplotlib","<3d><matplotlib>","2011-04-02 20:50:29","20","5","17324"
"12487060","Matplotlib color according to class labels","<python><matplotlib>","2012-09-19 00:42:21","20","3","31752"
"21445005","Drawing rectangle with border only in matplotlib","<python><matplotlib>","2014-01-29 23:35:15","20","2","18873"
"6323737","Make a 2D pixel plot with matplotlib","<python><grid><matplotlib><plot><pixel>","2011-06-12 18:28:06","20","1","48399"
"7519467","Line plot with arrows in matplotlib","<python><plot><matplotlib>","2011-09-22 18:13:29","20","2","15089"
"3845407","Running matplotlib in tkinter","<python><matplotlib><tkinter>","2010-10-02 11:16:15","20","1","38794"
"8833950","How to determine which points are inside of a polygon and which are not (large number of points)?","<python><numpy><matplotlib>","2012-01-12 10:59:55","20","2","14809"
"24190858","Matplotlib: Move ticklabels between ticks","<python><matplotlib>","2014-06-12 17:52:29","20","2","6092"
"18717877","prevent plot from showing in jupyter notebook","<python><matplotlib><jupyter-notebook><ipython-notebook><figures>","2013-09-10 11:34:07","20","4","11873"
"5263034","remove colorbar from figure in matplotlib","<python><matplotlib><colorbar>","2011-03-10 16:55:03","20","8","13220"
"2484527","Is it possible to plot implicit equations using Matplotlib?","<python><matplotlib><equation><implicit><sympy>","2010-03-20 20:00:30","20","6","17907"
"10336614","scatter plot in matplotlib","<python><matplotlib><scatter-plot>","2012-04-26 15:30:18","20","1","126050"
"6431248","Matplotlib - logarithmic scale, but require non-logarithmic labels","<python><matplotlib>","2011-06-21 19:57:43","20","2","10243"
"7449585","How do you set the absolute position of figure windows with matplotlib?","<python><matplotlib>","2011-09-16 19:41:12","20","9","27997"
"18926031","how to extract a subset of a colormap as a new colormap in matplotlib?","<python><matplotlib>","2013-09-20 21:17:50","20","2","8641"
"9932072","Matplotlib table formatting","<python><matplotlib>","2012-03-29 19:24:26","20","2","20200"
"8822370","Plot line graph from histogram data in matplotlib","<python><numpy><matplotlib>","2012-01-11 15:57:19","20","3","31026"
"25286811","How to plot a 3D density map in python with matplotlib","<python><matplotlib><scipy><mayavi><kernel-density>","2014-08-13 12:55:06","20","1","15355"
"19184484","How to add group labels for bar charts in matplotlib?","<python><matplotlib><bar-chart>","2013-10-04 14:59:34","20","2","3964"
"14344063","Single legend for multiple axes","<python><matplotlib>","2013-01-15 18:09:54","20","2","12091"
"19926246","Inserting a degree symbol into python plot","<python><matplotlib><symbols>","2013-11-12 10:07:54","20","2","18500"
"20214497","Annoying white space in bar chart (matplotlib, Python)","<python><matplotlib><bar-chart>","2013-11-26 10:30:42","20","1","9718"
"7778954","Elegantly changing the color of a plot frame in matplotlib","<python><colors><matplotlib>","2011-10-15 16:06:30","20","3","17275"
"1477144","Compile Matplotlib for Python on Snow Leopard","<python><osx-snow-leopard><numpy><compilation><matplotlib>","2009-09-25 12:56:40","20","7","9808"
"8827016","matplotlib savefig in jpeg format","<matplotlib><jpeg><figure>","2012-01-11 21:36:55","20","5","52473"
"27948126","How can I write unit tests against code that uses matplotlib?","<python><matplotlib><python-unittest>","2015-01-14 16:44:50","20","2","2196"
"2925806","Fixing color in scatter plots in matplotlib","<python><colors><matplotlib><scatter-plot>","2010-05-27 23:50:02","20","2","34944"
"18388870","ipython pandas plot does not show","<python><matplotlib><pandas><ipython><anaconda>","2013-08-22 19:05:19","20","3","14844"
"10046262","How to shade region under the curve in matplotlib","<python><numpy><matplotlib>","2012-04-06 16:25:52","20","2","33888"
"25689238","show origin axis (x,y) in matplotlib plot","<matplotlib><ipython><ipython-notebook>","2014-09-05 15:26:36","20","1","25126"
"24767355","Individual alpha values in scatter plot / Matplotlib","<python><matplotlib><alpha><scatter-plot>","2014-07-15 20:15:12","20","1","7840"
"30228069","How to display the value of the bar on each bar with pyplot.barh()?","<python><matplotlib><bar-chart>","2015-05-14 01:55:29","20","2","33996"
"1143848","How do I convert (or scale) axis values and redefine the tick frequency in matplotlib?","<python><matplotlib>","2009-07-17 15:05:17","20","1","25735"
"13545388","plot data from CSV file with matplotlib","<python><numpy><matplotlib>","2012-11-24 20:42:09","20","2","76950"
"12881848","Draw polygons more efficiently with matplotlib","<python><numpy><matplotlib><scipy><matplotlib-basemap>","2012-10-14 11:37:37","20","2","23611"
"10453770","Define the size of a grid on a plot using Matplotlib","<python><matplotlib>","2012-05-04 17:53:43","19","2","38238"
"35142199","Implementing an iterator in Julia for an animation with PyPlot","<python><animation><matplotlib><julia-lang>","2016-02-01 23:10:22","19","1","968"
"21288062","Second y-axis label getting cut off","<python><graph><matplotlib>","2014-01-22 16:09:18","19","1","13135"
"2406700","Accented characters in Matplotlib","<python><unicode><matplotlib>","2010-03-09 04:37:12","19","4","16817"
"38364435","Python & Matplotlib: Make 3D plot interactive in Jupyter Notebook","<python><matplotlib><ipython-notebook><jupyter-notebook>","2016-07-14 02:11:57","19","5","18219"
"3012783","Plotting 3-tuple data points in a surface / contour plot using matplotlib","<python><r><matplotlib><rpy2>","2010-06-10 08:27:45","19","3","29885"
"20936658","How to hide ticks label in python but keep the ticks in place?","<python><matplotlib><axis><labels>","2014-01-05 17:22:27","19","2","12865"
"14000595","graphing an equation with matplotlib","<python><matplotlib>","2012-12-22 06:22:49","19","3","51068"
"19233771","sklearn plot confusion matrix with labels","<python><matplotlib><scikit-learn>","2013-10-07 20:08:53","19","3","23963"
"3354883","Matplotlib: interactive plot on a web server","<python><django><web-applications><matplotlib>","2010-07-28 16:06:06","19","5","18209"
"13413112","Creating labels where line appears in matplotlib figure","<python><matplotlib><labels>","2012-11-16 08:43:51","19","1","19541"
"29356269","Plot inline or a separate window using Matplotlib in Spyder IDE","<python><matplotlib><spyder>","2015-03-30 21:05:38","19","3","38764"
"7684475","Plotting labeled intervals in matplotlib/gnuplot","<plot><matplotlib><gnuplot><intervals>","2011-10-07 07:54:52","19","1","7256"
"37365357","when i use matplotlib in jupyter notebook,it always raise "" matplotlib is currently using a non-GUI backend"" error?","<python><matplotlib><jupyter-notebook>","2016-05-21 16:19:36","19","2","17361"
"14449753","Make longer subplot tick marks in matplotlib?","<python><matplotlib><subplot>","2013-01-22 00:42:13","19","1","10216"
"20337664","Cleanest way to hide every nth tick label in matplotlib colorbar?","<python><matplotlib>","2013-12-02 20:57:03","19","3","12795"
"27749664","Python matplotlib Cairo error","<python><matplotlib><plot><python-3.4>","2015-01-02 22:57:13","19","5","9942"
"20416609","Remove the x-axis ticks while keeping the grids (matplotlib)","<python><matplotlib>","2013-12-06 05:23:44","19","1","29142"
"15282189","Setting matplotlib colorbar range","<python><matplotlib>","2013-03-07 21:33:28","19","2","24448"
"2030970","Python Matplotlib rectangular binning","<python><matplotlib><histogram>","2010-01-08 21:44:26","19","5","14571"
"12301071","multidimensional confidence intervals","<python><matplotlib><scipy>","2012-09-06 13:20:39","19","4","14379"
"19271309","Matplotlib: Save figure as file from iPython notebook","<python><matplotlib><ipython-notebook>","2013-10-09 11:54:26","19","2","17459"
"16400241","How to redefine a color for a specific value in a matplotlib colormap","<python><matplotlib><color-mapping>","2013-05-06 13:52:42","19","1","20994"
"49146678","module 'matplotlib' has no attribute 'verbose'","<matplotlib><pycharm>","2018-03-07 07:49:38","19","3","2969"
"7513262","matplotlib large set of colors for plots","<python><plot><matplotlib>","2011-09-22 10:23:43","19","1","9732"
"24120023","Strange error with matplotlib axes labels","<python><matplotlib><axes>","2014-06-09 12:10:13","19","5","13255"
"8524401","How can I place a table on a plot in Matplotlib?","<python><matplotlib>","2011-12-15 17:46:53","19","2","28828"
"6260055","In matplotlib, how do you draw R-style axis ticks that point outward from the axes?","<python><matplotlib><plot>","2011-06-07 02:22:38","19","2","6388"
"14824456","Edit the width of bars using dataframe.plot() function in matplotlib","<python><matplotlib><pandas><histogram><bar-chart>","2013-02-12 02:23:01","19","2","10241"
"14824893","How to draw intersecting planes?","<python><matplotlib>","2013-02-12 03:26:03","19","2","5356"
"21661526","How to sharex when using subplot2grid","<python><matplotlib>","2014-02-09 16:15:26","19","2","10165"
"26899310","python seaborn to reset back to the matplotlib","<python><matplotlib><marker><seaborn>","2014-11-13 00:30:24","19","4","5875"
"4747051","matplotlib - subplots with fixed aspect ratio","<python><matplotlib>","2011-01-20 12:22:33","19","3","24513"
"11856206","Multivariate (polynomial) best fit curve in python?","<python><matplotlib><machine-learning><regression><scatter-plot>","2012-08-08 00:53:07","18","1","20163"
"29637150","Scatterplot without linear fit in seaborn","<python><matplotlib><seaborn>","2015-04-14 20:50:05","18","1","17474"
"14824522","Dynamically serving a matplotlib image to the web using python","<python><matplotlib><cgi>","2013-02-12 02:31:13","18","5","13675"
"12957801","Matplotlib placement of text e.g. suptitle inside the frame","<python><matplotlib><title>","2012-10-18 15:06:44","18","2","18690"
"9957637","How can I set the background color on specific areas of a pyplot figure?","<matplotlib>","2012-03-31 16:25:05","18","1","8198"
"17835302","How to update matplotlib's imshow() window interactively?","<python><numpy><matplotlib><spyder>","2013-07-24 13:21:45","18","2","27634"
"29188757","Matplotlib: Specify format of floats for tick lables","<python><python-3.x><matplotlib><scipy>","2015-03-21 22:25:26","18","1","32867"
"13894345","How to position and align a matplotlib figure legend?","<python><matplotlib><legend>","2012-12-15 17:11:37","18","1","35071"
"37039685","Hide axis values in matplotlib","<python><matplotlib>","2016-05-04 23:16:46","18","3","28589"
"37427362","Plt.show shows full graph but savefig is cropping the image","<python><matplotlib>","2016-05-25 03:35:52","18","1","5459"
"31720714","Plot dashed line interrupted with data (similar to contour plot)","<python><matplotlib><plot><line><contour>","2015-07-30 10:00:58","18","1","380"
"2546780","Python - animation with matplotlib.pyplot","<python><matplotlib>","2010-03-30 16:16:12","18","3","31910"
"11507028","Fit a gaussian function","<python><matplotlib><scipy><histogram><curve-fitting>","2012-07-16 15:02:17","18","4","53351"
"9148927","matplotlib: extended line over 2 control points","<python><matplotlib>","2012-02-05 11:40:02","18","3","7001"
"20011494","Plot Normal distribution with Matplotlib","<python><numpy><matplotlib><plot><scipy>","2013-11-15 22:09:03","18","2","56735"
"29702424","How to get matplotlib figure size","<python><matplotlib><size><pixels><figure>","2015-04-17 14:45:45","18","1","15487"
"7778343","pcolormesh with missing values?","<numpy><matplotlib><scipy>","2011-10-15 14:14:32","18","3","9744"
"13052844","matplotlib: how to decrease density of tick labels in subplots?","<python><plot><matplotlib><pandas>","2012-10-24 15:50:51","18","3","30639"
"27704490","Interactive pixel information of an image in Python?","<python><image><image-processing><matplotlib><scikit-image>","2014-12-30 11:19:52","18","4","10938"
"2443702","Problem running python/matplotlib in background after ending ssh session","<python><ssh><background><matplotlib><tkinter>","2010-03-14 20:43:33","18","4","13187"
"4092994","Unable to install matplotlib on Mac OS X","<python><macos><matplotlib><macports><freetype>","2010-11-04 00:45:46","18","14","24118"
"12406162","KeyError when plotting a sliced pandas dataframe with datetimes","<numpy><matplotlib><pandas>","2012-09-13 12:23:23","18","3","11097"
"22104256","Does matplotlib have a function for drawing diagonal lines in axis coordinates?","<python><numpy><matplotlib>","2014-02-28 19:33:00","18","2","14918"
"11376080","Plot numpy datetime64 with matplotlib","<python><datetime><numpy><matplotlib>","2012-07-07 15:05:43","18","2","11508"
"23824687","\text does not work in a matplotlib label","<python><matplotlib>","2014-05-23 08:44:08","18","2","5342"
"25412513","inline images have low quality","<matplotlib><ipython-notebook><scikit-image>","2014-08-20 19:03:33","18","3","6797"
"10615960","Matplotlib: Add strings as custom x-ticks but also keep existing (numeric) tick labels? Alternatives to matplotlib.pyplot.annotate?","<python><matplotlib><annotate><axis-labels>","2012-05-16 09:44:25","18","4","28632"
"35572000","How can I plot a confusion matrix?","<python><matplotlib><matrix><scikit-learn><text-classification>","2016-02-23 08:06:07","18","3","22462"
"13557260","plt.show() making terminal hang","<python><matplotlib>","2012-11-26 00:50:56","18","2","7639"
"29988241","Python hide ticks but show tick labels","<python><matplotlib>","2015-05-01 13:58:01","18","4","13983"
"14600948","matplotlib - plot outputs text as paths and cannot be converted to LaTeX by Inkscape","<matplotlib><latex><vector-graphics><inkscape>","2013-01-30 09:50:15","18","2","5450"
"24574976","Save the ""Out[]"" table of a pandas dataframe as a figure","<python><matplotlib><pandas><ipython><canopy>","2014-07-04 13:00:56","18","3","7030"
"6800488","Installing MatplotLib in mac osx lion","<python><macos><matplotlib><osx-lion>","2011-07-23 12:53:35","18","6","26772"
"17158382","Centering x-tick labels between tick marks in matplotlib","<python><matplotlib><pandas>","2013-06-17 23:17:09","18","2","7875"
"4129697","How do I display real-time graphs in a simple UI for a python program?","<python><matplotlib><pyqt><vispy>","2010-11-09 01:28:44","18","4","26582"
"9557704","Why doesn't pyplot.show() work?","<python><matplotlib>","2012-03-04 18:37:52","18","1","25257"
"11690597","There is a class matplotlib.axes.AxesSubplot, but the module matplotlib.axes has no attribute AxesSubplot","<python><matplotlib>","2012-07-27 15:08:17","18","1","11366"
"12848808","Set legend symbol opacity with matplotlib?","<python><matplotlib>","2012-10-11 21:30:17","18","4","4357"
"10017876","Matplotlib markers disappear when edgecolor = 'none'","<python><matplotlib><python-2.7><markers>","2012-04-04 19:22:32","18","3","37991"
"29329725","Pandas and Matplotlib - fill_between() vs datetime64","<python><pandas><matplotlib>","2015-03-29 13:31:18","18","3","5979"
"35737116","RuntimeError: Invalid DISPLAY variable","<python><linux><matplotlib>","2016-03-02 02:05:55","18","2","26959"
"11777381","Invert an axis in a matplotlib grafic","<python><matplotlib>","2012-08-02 12:25:35","18","1","30408"
"10127284","Overlay imshow plots in matplotlib","<python><numpy><matplotlib>","2012-04-12 15:56:41","18","1","29851"
"2537868","Sans-serif math with latex in matplotlib","<python><latex><matplotlib>","2010-03-29 12:39:38","18","4","10240"
"5365520","Numpy converting array from float to strings","<python><numpy><matplotlib>","2011-03-19 23:05:12","18","4","73031"
"38543850","Tensorflow: How to Display Custom Images in Tensorboard (e.g. Matplotlib Plots)","<python><matplotlib><tensorflow><tensorboard>","2016-07-23 16:15:43","18","3","10831"
"34293687","standard deviation and errors bars in seaborn tsplot function in Python","<python><matplotlib><seaborn>","2015-12-15 15:56:24","17","2","7704"
"14320159","Matplotlib imshow: Data rotated?","<python><matplotlib>","2013-01-14 14:17:37","17","4","17318"
"16334588","Create a figure that is reference counted","<python><memory-management><matplotlib>","2013-05-02 09:29:04","17","2","4256"
"14885895","Color by Column Values in Matplotlib","<matplotlib><pandas>","2013-02-14 23:23:12","17","3","23754"
"12578471","OSError geos_c could not be found when Installing Shapely","<python><matplotlib-basemap><geos><shapely>","2012-09-25 07:50:20","17","4","8669"
"25983218","Scientific notation colorbar in matplotlib","<python><matplotlib><scientific-notation><colorbar>","2014-09-22 21:14:58","17","2","13950"
"9071084","Polar contour plot in matplotlib - best (modern) way to do it?","<python><numpy><matplotlib>","2012-01-30 21:33:58","17","2","15988"
"12806481","Matplotlib imshow() stretch to ""fit width""","<python><matplotlib>","2012-10-09 18:49:13","17","1","14107"
"32484453","How to use viridis in matplotlib 1.4","<python><matplotlib><colormap>","2015-09-09 16:08:21","17","4","14742"
"24080275","Plotting multiple line graph using pandas and matplotlib","<python><matplotlib><plot><pandas>","2014-06-06 11:02:21","17","4","33809"
"25284859","Grouping boxplots in seaborn when input is a DataFrame","<matplotlib><pandas><seaborn>","2014-08-13 11:24:00","17","3","12887"
"7030807","Setting an axis in matplotlib","<python><matplotlib>","2011-08-11 18:13:35","17","1","35920"
"29532894","iPython/Jupyter Notebook and Pandas, how to plot multiple graphs in a for loop?","<python><pandas><matplotlib><plot><ipython-notebook>","2015-04-09 07:55:00","17","2","15133"
"12670101","Matplotlib ion() function fails to be interactive","<matplotlib>","2012-10-01 08:51:37","17","2","25090"
"3207850","Creating square subplots (of equal height and width) in matplotlib","<python><matplotlib>","2010-07-08 20:44:00","17","2","36354"
"1874642","How to use Matplotlib in Django?","<python><django><matplotlib>","2009-12-09 15:26:50","17","1","11867"
"16419670","Increase distance between title and plot in matplolib?","<python><matplotlib><plot><title><margins>","2013-05-07 12:58:02","17","2","14284"
"11386054","Python matplotlib change default color for values exceeding colorbar range","<python><matplotlib><contour><color-mapping><colorbar>","2012-07-08 19:37:03","17","1","19591"
"11410796","Turn off the the upper/right axis tick marks","<python><matplotlib>","2012-07-10 09:56:20","17","4","12781"
"17170229","Setting Transparency Based on Pixel Values in Matplotlib","<python><matplotlib><python-imaging-library>","2013-06-18 13:31:22","17","2","9634"
"13139630","How can I change the font size of ticks of axes object in matplotlib","<python><matplotlib><axis><subplot>","2012-10-30 13:04:25","17","2","69997"
"20865487","Pandas (python) plot() without a legend","<python><matplotlib><plot><pandas>","2014-01-01 04:17:37","17","2","11537"
"11459672","In matplotlib, what is the difference betweent set_xlim and set_xbound?","<python><matplotlib>","2012-07-12 19:59:13","17","1","10386"
"1992640","Vertical xtick labels on top, not bottom","<matplotlib>","2010-01-02 19:56:07","17","2","17023"
"23141452","Difference between plt.draw() and plt.show() in matplotlib","<python><matplotlib>","2014-04-17 19:06:11","17","1","29183"
"29864707","Python - multiprocessing for matplotlib griddata","<python><multithreading><matplotlib><datagrid><multiprocessing>","2015-04-25 11:45:29","17","1","807"
"15278323","Converting image from RGB to HSV color space","<numpy><matplotlib><scipy><python-imaging-library>","2013-03-07 17:55:16","17","1","11609"
"14016217","How do I write a Latex formula in the legend of a plot using Matplotlib inside a .py file?","<python><matplotlib><latex>","2012-12-24 01:46:43","17","2","21745"
"8036878","Function of Numpy Array with if-statement","<python><numpy><matplotlib>","2011-11-07 13:04:12","17","5","19618"
"8775622","Exact figure size in matplotlib with title, axis labels","<python><matplotlib>","2012-01-08 05:31:52","17","2","39633"
"11885060","how to shade points in scatter based on colormap in matplotlib?","<python><numpy><matplotlib><scipy>","2012-08-09 13:55:06","17","3","17284"
"12919230","How to share secondary y-axis between subplots in matplotlib","<python><matplotlib>","2012-10-16 16:25:45","17","1","10199"
"5803015","How to create a legend for 3D bar in matplotlib?","<python><graph><numpy><matplotlib>","2011-04-27 11:03:45","17","1","8065"
"36699155","How to get color of most recent plotted line in Python's plt","<python><matplotlib>","2016-04-18 16:09:54","17","1","7759"
"14612637","Plotting distance arrows in technical drawing","<python><matplotlib>","2013-01-30 20:01:52","17","3","10995"
"14280312","world map without rivers with matplotlib / Basemap?","<python><matplotlib><maps><geography><matplotlib-basemap>","2013-01-11 14:34:06","17","7","8937"
"7346254","Matplotlib Backend Differences between Agg and Cairo","<python><pdf><matplotlib><backend>","2011-09-08 10:01:44","17","1","7764"
"1729995","Multiple grids on matplotlib","<python><matplotlib>","2009-11-13 15:37:39","17","1","13637"
"24119920","How to plot a density map in python?","<python><matplotlib><histogram>","2014-06-09 12:04:27","17","2","34858"
"23528477","Share axes in matplotlib for only part of the subplots","<python><matplotlib><scipy>","2014-05-07 21:09:26","17","1","4039"
"23596575","Plotting with a transparent marker but non-transparent edge","<python><numpy><matplotlib><plot><transparency>","2014-05-11 18:49:31","17","1","11076"
"22642511","Change y range to start from 0 with matplotlib","<python><matplotlib>","2014-03-25 17:51:18","17","2","21020"
"35445584","How do I output a colormap in a scene using pyqt?","<python><qt><matplotlib><pyqt4>","2016-02-17 00:18:07","17","4","1487"
"19306510","determine matplotlib axis size in pixels","<python><matplotlib>","2013-10-10 21:25:38","17","1","15428"
"25163593","Matplotlib chart does not display in PyCharm","<python><matplotlib><pycharm>","2014-08-06 14:53:00","17","2","21959"
"6019473","Save matplotlib plot in grayscale","<python><matplotlib>","2011-05-16 15:15:56","17","4","9821"
"6834483","How do you create line segments between two points?","<python><matplotlib>","2011-07-26 18:08:07","17","4","41204"
"19764214","Difference between positive and negative values in xticklabel by using Latex in matplotlib","<python><matplotlib><latex>","2013-11-04 08:47:52","17","4","535"
"7694298","How to make a log log histogram in python","<python><matplotlib><histogram>","2011-10-08 01:53:28","17","1","17018"
"5993206","Is it possible to have multiple PyPlot windows? Or am I limited to subplots?","<python><matplotlib><plot><interpreter><hang>","2011-05-13 14:13:39","17","2","23309"
"15188005","Linestyle in matplotlib step function","<python><matplotlib><linestyle>","2013-03-03 16:48:07","17","1","14143"
"7080921","How do I force Matplotlib to draw while in the ipdb debugger in Spyder (or any other debugger)?","<python><debugging><matplotlib><pdb><spyder>","2011-08-16 15:39:27","16","3","4724"
"6130341","Exact semantics of Matplotlib's ""interactive mode"" (ion(), ioff())?","<python><matplotlib><ion><interactive-mode>","2011-05-25 20:15:38","16","2","20660"
"42097053","Matplotlib cannot find basic fonts","<python><matplotlib><true-type-fonts><miniconda>","2017-02-07 18:16:20","16","2","6658"
"26868304","How to get rid of grid lines when plotting with Seaborn + Pandas with secondary_y","<python><matplotlib><pandas><plot><seaborn>","2014-11-11 15:24:56","16","4","20368"
"12115233","Periodic Axes class in matplotlib?","<python><matplotlib><projection>","2012-08-24 19:04:11","16","1","647"
"11297030","Matplotlib - Stepped histogram with already binned data","<python><numpy><matplotlib><scipy>","2012-07-02 15:50:14","16","4","6248"
"15637961","matplotlib: alignment of legend title","<matplotlib>","2013-03-26 13:13:40","16","2","6889"
"19277324","matplotlib: Aligning y-axis labels in stacked scatter plots","<python><matplotlib><plot><alignment><axis-labels>","2013-10-09 16:14:43","16","4","8139"
"9054718","Matplotlib doesn't display graph in virtualenv","<python><virtualenv><matplotlib>","2012-01-29 16:30:36","16","5","8467"
"8575062","How to show matplotlib plots in python","<python><matplotlib>","2011-12-20 11:57:50","16","4","40584"
"2310851","plotting lines without blocking execution","<python><matplotlib>","2010-02-22 12:40:56","16","4","12646"
"21129007","Plotting a horizontal line on multiple subplots in python using pyplot","<python><matplotlib><scatter-plot><subplot><line-plot>","2014-01-15 04:14:46","16","1","44845"
"8384120","Equivalent function for xticks for an AxesSubplot object","<python><matplotlib><tkinter>","2011-12-05 10:46:36","16","1","12804"
"11086724","matplotlib linked x axes with autoscaled y axes on zoom","<python><matplotlib>","2012-06-18 16:06:08","16","1","5757"
"28430385","seaborn cycle through colours with matplotlib scatter","<python><matplotlib><seaborn>","2015-02-10 11:21:00","16","2","6653"
"23698850","Manually set color of points in legend","<python><numpy><matplotlib><colors><legend>","2014-05-16 15:15:49","16","2","10236"
"9609372","Draw axis lines or the origin for Matplotlib contour plot","<python><matplotlib><contour>","2012-03-07 21:30:56","16","2","35676"
"34232073","seaborn heatmap y-axis reverse order","<python><matplotlib><heatmap><seaborn>","2015-12-11 20:31:53","16","2","5482"
"22867620","Putting arrowheads on vectors in matplotlib's 3d plot","<python><matplotlib><plot>","2014-04-04 16:00:13","16","1","12492"
"4739360","Any easy way to plot a 3d scatter in Python that I can rotate around?","<python><charts><matplotlib><scatter-plot>","2011-01-19 18:49:48","16","2","21421"
"19385639","Duplicate items in legend in matplotlib?","<python><matplotlib>","2013-10-15 15:51:47","16","3","11315"
"36362624","How To Plot Multiple Histograms On Same Plot With Seaborn","<python><matplotlib><seaborn>","2016-04-01 17:43:45","16","1","20823"
"21923463","Add minor gridlines to matplotlib plot using seaborn","<python><matplotlib><seaborn>","2014-02-21 01:35:51","16","2","9396"
"10490302","How do you create a legend for a contour plot in matplotlib?","<python><plot><matplotlib><contour>","2012-05-07 23:03:53","16","2","18622"
"33459574","import matplotlib._png as _png Import: Error: DLL load failed: The specified module could not be found","<python-2.7><matplotlib><windows-7><anaconda>","2015-11-01 05:43:21","16","8","7174"
"17989917","Imshow subplots with the same colorbar","<python><matplotlib>","2013-08-01 09:18:02","16","2","24788"
"31612876","How to place xaxis grid over spectrogram in Python?","<python><matplotlib>","2015-07-24 14:16:22","16","3","488"
